Country Name,Country Code,Series Name,,1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
United States,USA,Broad money (% of GDP),,69.98012183,70.55320666,69.49922159,68.29674807,69.50639186,69.39767842,73.23697757,72.96137245,73.89905868,74.46922421,77.17093364,75.74927166,75.00419178,73.31970831,71.223519,70.00324287,66.01336099,63.1321973,59.65884733,60.8150739,62.0770874,63.10258975,65.45841335,67.45240684,68.51417061,71.63627391,72.44868594,72.1575084,71.54965721,72.45148983,74.53609725,79.47787196,84.2544044,90.69069702,84.84881945,87.32368548,87.91684036,88.66008223,89.49218445,88.98236708,89.99016908,90.52383067,89.3303889,92.98697951,110.6387647,116.7863505,105.4462243,100.6844111,100.7243489,..
United States,USA,"Inflation, consumer prices (annual %)",,5.744812635,6.501683995,7.630963839,11.25447113,13.54920197,10.33471534,6.131427,3.212435233,4.300535475,3.545644152,1.898047722,3.664563218,4.077741107,4.82700303,5.39795644,4.234963965,3.028819678,2.951656966,2.607441592,2.805419689,2.9312042,2.337689937,1.552279099,2.188027197,3.376857271,2.826171119,1.586031627,2.270094973,2.677236693,3.392746845,3.225944101,2.852672482,3.839100297,-0.355546266,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,1.233584396,4.697858864,8.002799821,4.116338384,2.949525205,..
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",,7.7,7.1,6.1,5.8,7.1,7.6,9.7,9.6,7.5,7.2,7,6.2,5.5,5.3,5.6,6.8,7.5,6.9,6.119,5.65,5.451,5,4.511,4.219,3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.638,4.022,..
United States,USA,GDP (current US$),,1.87341E+12,2.08183E+12,2.3516E+12,2.62733E+12,2.85731E+12,3.20704E+12,3.34379E+12,3.63404E+12,4.03761E+12,4.33898E+12,4.57963E+12,4.85522E+12,5.23644E+12,5.64158E+12,5.96314E+12,6.15813E+12,6.52033E+12,6.85856E+12,7.28724E+12,7.63975E+12,8.07312E+12,8.57755E+12,9.06282E+12,9.63117E+12,1.02509E+13,1.05819E+13,1.09291E+13,1.14564E+13,1.22172E+13,1.30392E+13,1.38156E+13,1.44742E+13,1.47699E+13,1.44781E+13,1.5049E+13,1.55997E+13,1.6254E+13,1.68432E+13,1.75507E+13,1.8206E+13,1.86951E+13,1.94773E+13,2.05331E+13,2.1381E+13,2.10605E+13,2.33151E+13,2.56048E+13,2.72922E+13,2.8751E+13,..
United States,USA,Population growth (annual %),,0.950220049,1.005771996,1.05957308,1.103576565,0.959589923,0.981415437,0.953317566,0.914378513,0.865817336,0.886129041,0.924164157,0.893829201,0.90799904,0.944405555,1.12965052,1.336260741,1.386885692,1.31868,1.226296089,1.190787091,1.16341162,1.203960297,1.165714526,1.148340047,1.112768997,0.989741382,0.927797486,0.859481713,0.925483969,0.921713167,0.964253917,0.951055243,0.945865287,0.876651299,0.846129866,0.792394333,0.798382901,0.756560083,0.796023798,0.797904713,0.785625486,0.692906253,0.586433075,0.515108555,0.408427567,0.157317409,0.57574452,0.831493188,0.976421685,..
United States,USA,"Population, female (% of total population)",,51.36567458,51.35958341,51.35251766,51.34416341,51.33168207,51.30214123,51.25788467,51.20896723,51.15808274,51.10890876,51.06432916,51.0235149,50.98232808,50.94268475,50.88095381,50.81380061,50.76246537,50.71032614,50.66039561,50.61127799,50.56122687,50.50963419,50.45450458,50.39660817,50.33704227,50.29477507,50.27135075,50.24833249,50.22626165,50.20530277,50.18532458,50.16703218,50.149698,50.13402973,50.12031301,50.08466116,50.02894814,49.97633241,49.92678498,49.87975402,49.83397246,49.79057232,49.75213882,49.71808614,49.70774357,49.71893155,49.73480843,49.75251875,49.75733149,..
United States,USA,"Population, male (% of total population)",,48.63432542,48.64041659,48.64748234,48.65583659,48.66831793,48.69785877,48.74211533,48.79103277,48.84191726,48.89109124,48.93567084,48.9764851,49.01767192,49.05731525,49.11904619,49.18619939,49.23753463,49.28967386,49.33960439,49.38872201,49.43877313,49.49036581,49.54549542,49.60339183,49.66295773,49.70522493,49.72864925,49.75166751,49.77373835,49.79469723,49.81467542,49.83296782,49.850302,49.86597027,49.87968699,49.91533884,49.97105186,50.02366759,50.07321502,50.12024598,50.16602754,50.20942768,50.24786118,50.28191386,50.29225643,50.28106845,50.26519157,50.24748125,50.24266851,..
United States,USA,"Population, total",,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309378227,311839461,314339099,316726282,319257560,321815121,324353340,326608609,328529577,330226227,331577720,332099760,334017321,336806231,340110988,..
United States,USA,Expense (% of GDP),,19.7324454,19.60298315,19.12358357,18.92108842,20.54416974,21.00472055,22.46313987,22.80273349,21.47035885,22.17480195,22.23061203,21.37433667,21.03032634,20.863127,21.55892932,22.88438583,21.81838426,21.41747268,20.73145429,20.53300442,20.00539568,19.38967579,18.72132886,18.10443785,17.92653714,19.50976281,20.08400965,20.66063261,20.4485356,20.74510298,20.59513512,20.86464527,22.78762613,25.57652018,26.05460472,25.34570583,23.9119007,22.93239685,22.68409407,22.48290639,22.54757747,22.29389316,22.30277708,22.68177221,32.27190482,31.7949993,25.04564203,24.89828256,..,..
United States,USA,Exports of goods and services (% of GDP),,7.980892617,7.654290032,7.947060702,8.759034352,9.82645547,9.517776667,8.469732989,7.622264819,7.489078324,6.98807254,7.009254676,7.495919336,8.49052352,8.938790197,9.254732068,9.660905122,9.708914906,9.547180392,9.893147416,10.63922388,10.74663556,11.11975453,10.51526113,10.30933456,10.69277691,9.703447499,9.131381514,9.035658683,9.628750081,9.982054732,10.64138647,11.46379016,12.42584736,10.93222062,12.34136081,13.56346715,13.6440494,13.5836612,13.55243772,12.47181925,11.95798206,12.26173812,12.36098922,11.87687122,10.21410553,10.96041677,11.78440463,11.18441264,11.10745669,..
United States,USA,GDP (constant 2015 US$),,6.18575E+12,6.47179E+12,6.83002E+12,7.04626E+12,7.02817E+12,7.20652E+12,7.07658E+12,7.40096E+12,7.93653E+12,8.26745E+12,8.55372E+12,8.84922E+12,9.21885E+12,9.55739E+12,9.73764E+12,9.72709E+12,1.00697E+13,1.03468E+13,1.07637E+13,1.10526E+13,1.14696E+13,1.19797E+13,1.25168E+13,1.31161E+13,1.36509E+13,1.37814E+13,1.40157E+13,1.44076E+13,1.49619E+13,1.54831E+13,1.59143E+13,1.62332E+13,1.62516E+13,1.58329E+13,1.62596E+13,1.6514E+13,1.6892E+13,1.72497E+13,1.76851E+13,1.8206E+13,1.85373E+13,1.89928E+13,1.95563E+13,2.00616E+13,1.96276E+13,2.08161E+13,2.13391E+13,2.19553E+13,2.25685E+13,..
United States,USA,GDP growth (annual %),,5.388033918,4.624186506,5.535206482,3.165988218,-0.256775731,2.537701268,-1.803013789,4.583790984,7.236453165,4.169575347,3.462655057,3.454629669,4.176982387,3.672237844,1.885965582,-0.108312882,3.522497173,2.751795867,4.02902273,2.684430732,3.772772691,4.447127936,4.483133354,4.788425047,4.077585757,0.955538348,1.700447326,2.795605963,3.847771696,3.483549936,2.784539637,2.003858298,0.11358725,-2.57650023,2.695192577,1.564406858,2.289113387,2.117830098,2.523819814,2.945550455,1.819451478,2.457622299,2.966505069,2.583825334,-2.16302914,6.055052932,2.51237532,2.887556007,2.793001277,..
United States,USA,Gross savings (% of GDP),,21.46457907,22.20819607,23.42848419,23.52214204,22.20286445,23.3667733,21.7901309,19.79541766,21.91104001,20.36566667,18.96102546,19.62135559,20.63486668,19.74936099,18.75926525,18.81418853,17.6880247,17.05100445,17.86170504,18.75893698,19.65112258,20.84765196,21.39049749,20.92609787,20.81334332,19.65727466,18.38085129,17.42872694,17.73316477,18.12245495,19.19974888,17.42794981,15.05881108,13.89305138,15.38325782,16.3373296,18.37929189,18.60463971,19.72101346,19.79472094,18.66769355,19.11037472,19.3465539,19.57416713,18.64338415,18.03293362,18.69276408,17.67162838,17.81087897,..
United States,USA,"Inflation, GDP deflator (annual %)",,5.503491891,6.213332728,7.033930651,8.296721993,9.033105387,9.462164086,6.178404151,3.916908787,3.607879307,3.162525256,2.013892532,2.477388463,3.527499871,3.920759473,3.743329103,3.381811329,2.278854357,2.370324831,2.135198417,2.09668849,1.830764554,1.724477098,1.123850063,1.415110881,2.265128815,2.251737322,1.554033271,1.974197631,2.689135388,3.135495559,3.083848857,2.709221366,1.92668919,0.616794208,1.215257038,2.06312857,1.86220422,1.475986503,1.635353052,0.76587974,0.851475885,1.685083824,2.383053723,1.506772517,0.678701829,4.384838076,7.129480854,3.598391355,2.482725095,..
United States,USA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.508,14.308,13.426,12.554,12.186,12.094,11.43,10.424,9.891,9.278,10.492,11.935,12.362,11.791,11.24,10.43,10.472,12.76,17.517,18.361,17.272,16.211,15.558,13.411,11.634,10.432,9.238,8.607,8.375,14.891,9.704,8.105,7.953,8.92,9.34
United States,USA,"Unemployment, male (% of male labor force) (national estimate)",,7.1,6.3,5.3,5.1,6.9,7.4,9.9,9.9,7.4,7,6.9,6.2,5.5,5.2,5.7,7.2,7.9,7.2,6.175,5.633,5.435,4.937,4.416,4.115,3.9,4.799,5.931,6.271,5.641,5.072,4.619,4.726,6.1,10.294,10.521,9.374,8.225,7.638,6.262,5.369,4.94,4.396,3.947,3.722,7.797,5.468,3.681,3.8,4.115,..
United States,USA,"Unemployment, female (% of female labor force) (national estimate)",,8.6,8.2,7.2,6.8,7.4,7.9,9.4,9.2,7.6,7.4,7.1,6.2,5.6,5.4,5.5,6.4,7,6.6,6.053,5.671,5.47,5.074,4.62,4.338,4.098,4.654,5.613,5.665,5.398,5.096,4.627,4.502,5.422,8.069,8.621,8.463,7.893,7.076,6.06,5.178,4.789,4.309,3.838,3.61,8.345,5.215,3.614,3.454,3.917,..
India,IND,Broad money (% of GDP),,28.03063742,29.48112123,32.97581324,35.39489208,34.466552,34.45679403,36.10517587,36.23599945,38.1562583,39.52833976,41.66114612,42.63416644,42.50398944,42.81633591,42.18377309,43.41785553,44.14442931,44.88345888,46.02146549,43.54530888,44.68943655,47.4599823,48.90130685,51.06492596,54.64512918,57.73906777,62.61952452,63.1792536,64.63570806,65.5481219,68.06302179,72.28042392,77.37295611,79.07519634,77.67995244,78.83731129,76.91318852,78.18217173,77.89935376,78.01191058,74.54926535,74.14418936,74.0978246,76.98188097,87.67667268,82.10203483,..,..,..,..
India,IND,"Inflation, consumer prices (annual %)",,-7.633947634,8.307470092,2.523048757,6.275683368,11.34607348,13.1125469,7.890742794,11.8680813,8.318907119,5.556424232,8.729720727,8.801125813,9.383471862,7.074280029,8.971232503,13.87024618,11.78781704,6.326890488,10.24793556,10.22488616,8.977152338,7.164252115,13.23083898,4.66982038,4.00943591,3.779293122,4.297152039,3.805858995,3.767251735,4.24634362,5.796523376,6.372881356,8.349267049,10.88235294,11.98938992,8.911793365,9.478996914,10.01787847,6.665656719,4.906973441,4.948216341,3.328173375,3.938826467,3.729505735,6.623436776,5.131407472,6.699034141,5.649143189,4.95303551,..
India,IND,"Unemployment, total (% of total labor force) (national estimate)",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.147,..,..,..,..,..,2.731,..,..,..,..,3.804,..,..,..,..,3.115,..,3.222,..,..,..,..,..,7.652,6.51,7.859,6.38,4.822,4.172,4.173,..
India,IND,GDP (current US$),,1.02716E+11,1.21487E+11,1.37302E+11,1.52995E+11,1.86329E+11,1.93491E+11,2.00716E+11,2.18262E+11,2.12158E+11,2.32512E+11,2.48986E+11,2.79034E+11,2.9659E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27275E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.58821E+11,4.68396E+11,4.8544E+11,5.14939E+11,6.07701E+11,7.09153E+11,8.20384E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70293E+12,2.83561E+12,2.67485E+12,3.16727E+12,3.34611E+12,3.63849E+12,3.90989E+12,..
India,IND,Population growth (annual %),,2.352627775,2.358940447,2.3027301,2.325480377,2.384825791,2.349732026,2.333969644,2.340694095,2.345933005,2.327054084,2.308264588,2.280800256,2.250539235,2.234673403,2.213130886,2.167776687,2.129985193,2.099860694,2.044354181,2.012966329,1.997759094,1.966425184,1.935963844,1.902029192,1.879398262,1.870608221,1.811294241,1.734382044,1.703570468,1.631421469,1.564125225,1.505991444,1.438771817,1.44601732,1.454603619,1.416827615,1.374056166,1.332704305,1.261290271,1.192855634,1.191629664,1.162396143,1.097299067,1.040013951,0.973438647,0.82264822,0.790200541,0.88328954,0.890706547,..
India,IND,"Population, female (% of total population)",,48.33276386,48.31483943,48.30381811,48.29255884,48.27803663,48.271979,48.27016362,48.26989956,48.27163275,48.27690953,48.28542281,48.29524225,48.30431947,48.31256655,48.31954505,48.32404916,48.32586349,48.3251933,48.32098535,48.31363528,48.30494201,48.29586621,48.28671353,48.27828791,48.27094476,48.2655331,48.26231192,48.26034987,48.25969563,48.26028883,48.26268994,48.26656801,48.2709042,48.27626272,48.28245914,48.28914672,48.29671922,48.30518438,48.31380789,48.3218316,48.32992014,48.33852292,48.34718094,48.35598203,48.36971827,48.38621891,48.39908248,48.41117105,48.42477306,..
India,IND,"Population, male (% of total population)",,51.66723614,51.68516057,51.69618189,51.70744116,51.72196337,51.728021,51.72983638,51.73010044,51.72836725,51.72309047,51.71457719,51.70475775,51.69568053,51.68743345,51.68045495,51.67595084,51.67413651,51.6748067,51.67901465,51.68636472,51.69505799,51.70413379,51.71328647,51.72171209,51.72905524,51.7344669,51.73768808,51.73965013,51.74030437,51.73971117,51.73731006,51.73343199,51.7290958,51.72373728,51.71754086,51.71085328,51.70328078,51.69481562,51.68619211,51.6781684,51.67007986,51.66147708,51.65281906,51.64401797,51.63028173,51.61378109,51.60091752,51.58882895,51.57522694,..
India,IND,"Population, total",,625861883,640801103,655728229,671155747,687354025,703696250,720313473,737372681,754875449,772647793,790689978,808931270,827342990,846039529,864972221,883927600,902957070,922118387,941163767,960301044,979678458,999133762,1018665080,1038225823,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1207930964,1225524753,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791,..
